-200.00	-3.70

-145.00	-3.98

-160.00	-4.34

-169.00	-4.73

-200.00	-5.28

-200.00	-5.83

-183.00	-6.28

-194.00	-6.78

-198.00	-7.30

-200.00	-7.83

-172.00	-8.22

-200.00	-8.88

-152.00	-9.17

-116.00	-9.29

-173.00	-9.68

-158.00	-9.99

-129.00	-10.17

-156.00	-10.48

-119.00	-10.60

-164.00	-10.94

-200.00	-11.46

-161.00	-11.77

-159.00	-12.08

-135.00	-12.27

-170.00	-12.63

83.00	-12.54

-105.00	-12.60

-141.00	-12.82

117.00	-12.57

84.00	-12.48

-99.00	-12.50

-125.00	-12.65

110.00	-12.44

143.00	-12.07

177.00	-11.55

156.00	-11.13

191.00	-10.54

155.00	-10.13

141.00	-9.78

164.00	-9.34

200.00	-8.67

200.00	-7.83

200.00	-6.95

200.00	-6.18

200.00	-5.49

200.00	-4.82

200.00	-4.14

200.00	-3.36

200.00	-2.52

200.00	-1.65

200.00	-0.90

200.00	-0.01

200.00	0.91

200.00	1.72

200.00	2.29

180.00	2.76

200.00	3.59

200.00	4.61

200.00	5.40

200.00	6.06

200.00	7.04

189.00	7.51

200.00	8.07

200.00	8.64

200.00	9.20

169.00	9.57

200.00	10.35

168.00	10.71

200.00	11.37

200.00	11.94

200.00	12.52

200.00	13.23

200.00	13.87

200.00	14.52

200.00	15.15

170.00	15.49

200.00	16.02

164.00	16.32

158.00	16.60

191.00	17.03

200.00	17.50

122.00	17.61

169.00	17.93

200.00	18.70

122.00	18.80

191.00	19.21

200.00	19.74

200.00	20.45

161.00	20.71

102.00	20.71

140.00	20.88

198.00	21.31

131.00	21.44

164.00	21.72

89.00	21.64

83.00	21.54

110.00	21.57

125.00	21.66

120.00	21.73

102.00	21.72

108.00	21.74

148.00	21.94

107.00	21.95

104.00	21.94

124.00	22.03

-83.00	21.89

84.00	21.79

80.00	21.68

89.00	21.60

96.00	21.56

93.00	21.50

97.00	21.47

92.00	21.41

95.00	21.36

164.00	21.64

171.00	21.95

125.00	22.04

-80.00	21.92

-104.00	21.68

81.00	21.57

107.00	21.58

122.00	21.66

-81.00	21.54

99.00	21.51

88.00	21.43

-97.00	21.23

81.00	21.13

-100.00	20.91

-104.00	20.68

-113.00	20.42

-91.00	20.25

-107.00	20.01

-114.00	19.73

-101.00	19.53

-80.00	19.42

-110.00	19.17

-122.00	18.86

-142.00	18.47

-135.00	18.10

-152.00	17.66

-169.00	17.15

-173.00	16.62

-192.00	16.00

-150.00	15.58

-167.00	15.09

-183.00	14.53

-171.00	14.02

-200.00	13.38

-200.00	12.56

-200.00	11.79

-163.00	11.33

-195.00	10.73

-176.00	10.21

-197.00	9.61

-200.00	8.93

-200.00	8.32

-200.00	7.71

-200.00	7.09

-168.00	6.63

-187.00	6.09

-200.00	5.41

-148.00	5.06

-124.00	4.82

-200.00	4.18

-200.00	3.58

-122.00	3.36

-132.00	3.09

-155.00	2.72

-133.00	2.45

-134.00	2.19

-109.00	2.03

-102.00	1.92

-144.00	1.60

-143.00	1.29

-93.00	1.22

-112.00	1.06

-147.00	0.74

-154.00	0.39

-155.00	0.03

-99.00	-0.06

87.00	-0.02

-89.00	-0.07

-100.00	-0.17

138.00	0.11

82.00	0.12

110.00	0.26

96.00	0.34

104.00	0.45

90.00	0.50

188.00	1.00

200.00	1.58

150.00	1.90

159.00	2.27

143.00	2.55

200.00	3.22

200.00	3.90

200.00	4.59

200.00	5.18

200.00	5.71

200.00	6.29

200.00	7.02

200.00	7.74

200.00	8.37

169.00	8.74

198.00	9.25

200.00	9.95

200.00	10.53

200.00	11.05

182.00	11.47

179.00	11.87

187.00	12.31

188.00	12.75

200.00	13.26

128.00	13.41

179.00	13.80

171.00	14.15

170.00	14.50

200.00	15.02

160.00	15.31

123.00	15.44

134.00	15.61

173.00	15.96

135.00	16.13

114.00	16.20

169.00	16.53

108.00	16.58

144.00	16.79

200.00	17.32

103.00	17.33

129.00	17.47

136.00	17.64

139.00	17.82

140.00	18.01

-101.00	17.81

120.00	17.90

92.00	17.86

83.00	17.78

133.00	17.93

111.00	17.98

105.00	18.00

90.00	17.96

95.00	17.93

82.00	17.84

85.00	17.77

81.00	17.68

-103.00	17.47

-96.00	17.30

-99.00	17.11

-110.00	16.87

-95.00	16.71

-105.00	16.49

-150.00	16.07

-158.00	15.61

83.00	15.54

128.00	15.69

-109.00	15.46

-190.00	14.86

-192.00	14.25

-200.00	13.50

-200.00	12.77

-200.00	11.88

-200.00	10.99

-200.00	10.37

-200.00	9.64

-90.00	9.53

-200.00	8.80

-106.00	8.63

-125.00	8.37

-200.00	7.65

-196.00	7.06

-200.00	6.39

-200.00	5.60

-200.00	4.79

-200.00	3.96

-200.00	3.27

-200.00	2.61

-200.00	2.00

-188.00	1.48

-196.00	0.93

-200.00	0.22

-130.00	-0.02

-200.00	-0.80

-200.00	-1.46

-200.00	-2.05

-200.00	-2.91

-200.00	-3.51

-180.00	-3.96

-200.00	-4.79

-174.00	-5.20

-170.00	-5.60

-158.00	-5.93

-171.00	-6.33

-156.00	-6.65

-127.00	-6.84

-164.00	-7.20

-186.00	-7.66

-176.00	-8.06

-178.00	-8.48

-88.00	-8.47

-186.00	-8.92

-143.00	-9.17

125.00	-8.91

-152.00	-9.20

-116.00	-9.32

-105.00	-9.39

-119.00	-9.53

-89.00	-9.52

-110.00	-9.61

-125.00	-9.77

92.00	-9.65

110.00	-9.46

-89.00	-9.45

116.00	-9.23

81.00	-9.17

96.00	-9.03

195.00	-8.44

156.00	-8.04

159.00	-7.62

168.00	-7.16

-102.00	-7.23

167.00	-6.78

123.00	-6.54

192.00	-5.97

168.00	-5.52

154.00	-5.15

200.00	-4.39

200.00	-3.70

135.00	-3.42

142.00	-3.11

184.00	-2.60

189.00	-2.08

170.00	-1.64

200.00	-1.00

171.00	-0.57

168.00	-0.15

200.00	0.45

176.00	0.90

126.00	1.12

200.00	1.76

195.00	2.30

114.00	2.45

177.00	2.89

200.00	3.51

105.00	3.61

158.00	3.95

137.00	4.20

125.00	4.39

140.00	4.65

151.00	4.96

128.00	5.16

165.00	5.53

159.00	5.87

119.00	6.03

186.00	6.49

123.00	6.66

149.00	6.95

103.00	7.02

131.00	7.22

120.00	7.37

114.00	7.49

115.00	7.62

90.00	7.63

85.00	7.61

89.00	7.62

81.00	7.58

-89.00	7.49

-120.00	7.26

-103.00	7.11

-96.00	6.99

-88.00	6.92

-80.00	6.87

-113.00	6.68

-134.00	6.38

98.00	6.44

101.00	6.50

-87.00	6.43

120.00	6.58

-141.00	6.25

-175.00	5.77

-176.00	5.29

-197.00	4.71

-200.00	4.03

-200.00	3.31

-198.00	2.74

-128.00	2.50

-180.00	2.01

86.00	2.03

-144.00	1.72

-168.00	1.29

-171.00	0.85

-161.00	0.47

-178.00	0.01

-189.00	-0.50

-174.00	-0.95

-146.00	-1.25

-88.00	-1.28

-96.00	-1.36

-120.00	-1.54

-145.00	-1.84

-144.00	-2.13

-177.00	-2.58

-182.00	-3.04

-177.00	-3.48

-139.00	-3.74

-145.00	-4.02

-92.00	-4.06

-98.00	-4.12

-90.00	-4.15

-84.00	-4.15

-120.00	-4.32

-117.00	-4.47

-117.00	-4.63

-134.00	-4.86

-127.00	-5.05

-131.00	-5.27

-116.00	-5.41

-90.00	-5.43

-98.00	-5.49

-108.00	-5.60

-92.00	-5.63

-96.00	-5.67

-89.00	-5.69

-101.00	-5.76

-125.00	-5.94

-96.00	-5.98

-111.00	-6.10

-112.00	-6.22

-110.00	-6.32

-107.00	-6.42

-98.00	-6.47

-99.00	-6.52

-101.00	-6.59

-110.00	-6.69

-105.00	-6.78

-123.00	-6.95

-139.00	-7.19

-142.00	-7.44

-139.00	-7.68

-138.00	-7.91

-131.00	-8.11

-134.00	-8.32

-129.00	-8.50

-141.00	-8.75

-155.00	-9.05

-160.00	-9.38

-167.00	-9.74

-153.00	-10.03

-152.00	-10.32

-132.00	-10.51

-125.00	-10.66

-147.00	-10.92

-149.00	-11.19

-160.00	-11.50

-173.00	-11.87

-180.00	-12.28

-174.00	-12.65

-167.00	-12.99

-162.00	-13.31

-146.00	-13.55

-141.00	-13.76

-170.00	-14.10

-191.00	-14.55

-186.00	-14.97

-200.00	-15.49

-194.00	-15.94

-200.00	-16.44

-191.00	-16.87

-136.00	-17.05

-115.00	-17.12

-200.00	-17.74

-171.00	-18.08

-189.00	-18.49

-200.00	-19.03

-200.00	-19.64

-200.00	-20.11

-194.00	-20.53

-200.00	-21.10

-177.00	-21.44

-173.00	-21.76

-162.00	-22.03

150.00	-21.58

-86.00	-21.49

-176.00	-21.82

89.00	-21.66

108.00	-21.41

81.00	-21.29

-101.00	-21.27

-105.00	-21.28

91.00	-21.11

144.00	-20.69

176.00	-20.13

118.00	-19.83

-113.00	-19.88

84.00	-19.75

93.00	-19.58

102.00	-19.36

173.00	-18.82

140.00	-18.43

144.00	-18.03

200.00	-16.65

194.00	-16.03

105.00	-15.82

200.00	-14.99

170.00	-14.48

162.00	-14.01

200.00	-13.37

165.00	-12.89

200.00	-12.15

200.00	-11.36

200.00	-10.49

200.00	-9.85

200.00	-9.00

200.00	-8.07

171.00	-7.60

200.00	-6.79

156.00	-6.39

200.00	-5.67

200.00	-4.88

200.00	-4.24

200.00	-3.49

200.00	-2.63

200.00	-1.91

200.00	-1.21

186.00	-0.71

186.00	-0.20

200.00	0.60

200.00	1.19

167.00	1.59

194.00	2.12

200.00	2.83

200.00	3.74

200.00	4.42

199.00	4.96

174.00	5.37

200.00	5.96

200.00	6.55

161.00	6.89

182.00	7.33

159.00	7.67

143.00	7.92

155.00	8.23

116.00	8.36

119.00	8.50

144.00	8.75

165.00	9.11

114.00	9.22

133.00	9.42

120.00	9.56

114.00	9.67

121.00	9.81

104.00	9.87

91.00	9.87

116.00	9.99

104.00	10.05

92.00	10.05

109.00	10.13

-90.00	10.03

-84.00	9.95

-141.00	9.61

-141.00	9.27

-149.00	8.89

-173.00	8.41

-153.00	8.02

-145.00	7.67

-123.00	7.42

-200.00	6.77

-200.00	6.02

-200.00	5.27

-200.00	4.41

-200.00	3.67

-200.00	2.69

-200.00	2.02

-200.00	1.12

-200.00	0.20

-200.00	-0.49

-199.00	-1.05

-200.00	-1.85

-200.00	-2.71

-200.00	-3.44

-200.00	-4.21

-200.00	-4.96

-200.00	-5.82

-200.00	-6.64

-200.00	-7.50

-200.00	-8.19

-200.00	-8.80

-200.00	-9.41

-144.00	-9.67

-188.00	-10.12

-200.00	-10.83

-200.00	-11.59

-200.00	-12.37

-200.00	-13.09

-200.00	-13.84

-200.00	-14.53

-200.00	-15.08

-200.00	-15.68

-182.00	-16.08

-190.00	-16.50

-124.00	-16.62

-189.00	-17.05

-200.00	-17.60

-200.00	-18.16

-200.00	-18.72

-186.00	-19.11

-200.00	-19.58

-144.00	-19.77

-168.00	-20.08

-192.00	-20.49

-200.00	-20.96

-200.00	-21.48

-167.00	-21.77

-190.00	-22.17

-176.00	-22.50

-110.00	-22.52

-163.00	-22.79

-164.00	-23.06

-150.00	-23.26

-137.00	-23.40

-154.00	-23.63

-147.00	-23.81

-144.00	-23.98

-116.00	-24.02

-129.00	-24.12

-96.00	-24.07

-93.00	-24.00

-108.00	-24.01

-103.00	-23.98

-110.00	-23.99

-105.00	-23.98

96.00	-23.77

-88.00	-23.68

-103.00	-23.67

86.00	-23.51

101.00	-23.28

80.00	-23.15

-92.00	-23.08

-83.00	-22.97

-125.00	-23.06

-98.00	-23.02

87.00	-22.86

-95.00	-22.80

86.00	-22.65

140.00	-22.24

200.00	-21.53

170.00	-20.99

200.00	-19.92

200.00	-19.21

143.00	-18.81

180.00	-18.24

200.00	-16.90

179.00	-16.34

111.00	-16.10

83.00	-15.99

102.00	-15.80

89.00	-15.67

114.00	-15.42

86.00	-15.30

-98.00	-15.31

-89.00	-15.27

-95.00	-15.26

-83.00	-15.19

-104.00	-15.23

132.00	-14.90

-114.00	-14.98

-118.00	-15.07

84.00	-14.97

146.00	-14.58

99.00	-14.41

-87.00	-14.37

80.00	-14.28

93.00	-14.14

-101.00	-14.16

86.00	-14.05

-114.00	-14.14

-109.00	-14.20

83.00	-14.11

-110.00	-14.17

-138.00	-14.37

-139.00	-14.57

-107.00	-14.62

-99.00	-14.64

-110.00	-14.70

-199.00	-15.18

-171.00	-15.53

-137.00	-15.71

-200.00	-16.26

-196.00	-16.71

-200.00	-17.32

-165.00	-17.63

-145.00	-17.83

-168.00	-18.15

-167.00	-18.46

-149.00	-18.68

-133.00	-18.83

-120.00	-18.92

-101.00	-18.91

-121.00	-19.01

106.00	-18.78

123.00	-18.47

95.00	-18.30

84.00	-18.18

113.00	-17.92

84.00	-17.80

-97.00	-17.79

132.00	-17.44

150.00	-17.01

200.00	-15.61

139.00	-15.24

90.00	-15.11

98.00	-14.94

138.00	-14.59

168.00	-14.09

187.00	-13.51

166.00	-13.03

149.00	-12.64

170.00	-12.14

200.00	-11.49

147.00	-11.11

169.00	-10.63

183.00	-10.09

200.00	-9.41

186.00	-8.86

196.00	-8.27

200.00	-7.66

173.00	-7.18

147.00	-6.82

198.00	-6.23

197.00	-5.64

188.00	-5.11

175.00	-4.63

149.00	-4.28

158.00	-3.89

186.00	-3.37

180.00	-2.88

152.00	-2.53

179.00	-2.05

173.00	-1.61

187.00	-1.09

200.00	-0.46

200.00	0.12

180.00	0.59

173.00	1.02

179.00	1.48

167.00	1.88

162.00	2.26

171.00	2.68

170.00	3.09

137.00	3.34

178.00	3.78

146.00	4.07

130.00	4.28

132.00	4.51

141.00	4.77

124.00	4.95

141.00	5.22

128.00	5.41

114.00	5.55

116.00	5.69

119.00	5.84

120.00	6.00

131.00	6.21

130.00	6.41

111.00	6.52

115.00	6.65

114.00	6.78

117.00	6.92

122.00	7.08

115.00	7.21

138.00	7.44

93.00	7.47

-80.00	7.42

90.00	7.43

-112.00	7.24

117.00	7.38

128.00	7.56

147.00	7.83

165.00	8.19

200.00	8.81

167.00	9.18

157.00	9.49

126.00	9.66

122.00	9.80

140.00	10.03

173.00	10.42

144.00	10.67

200.00	11.21

-91.00	11.09

188.00	11.54

162.00	11.86

200.00	12.42

122.00	12.55

198.00	13.04

187.00	13.47

200.00	14.08

198.00	14.55

200.00	15.06

138.00	15.25

84.00	15.20

135.00	15.37

128.00	15.51

141.00	15.72

150.00	15.96

186.00	16.38

130.00	16.52

130.00	16.67

123.00	16.78

143.00	16.98

132.00	17.14

108.00	17.18

-81.00	17.08

134.00	17.24

94.00	17.21

83.00	17.13

96.00	17.12

-83.00	17.01

106.00	17.04

-89.00	16.90

-96.00	16.72

98.00	16.72

87.00	16.66

107.00	16.70

-87.00	16.57

-87.00	16.45

103.00	16.47

-89.00	16.33

-96.00	16.16

-136.00	15.81

-126.00	15.50

-124.00	15.21

-144.00	14.82

-181.00	14.27

-197.00	13.64

-200.00	12.91

-198.00	12.28

-164.00	11.82

-200.00	11.19

-171.00	10.69

-197.00	10.09

-176.00	9.58

-164.00	9.13

-200.00	8.44

-200.00	7.70

-200.00	6.93

-181.00	6.42

-200.00	5.66

-176.00	5.18

